"method","experiment","metric","ccc","ccc_lower_ci","ccc_upper_ci"
"Engzee","sitting","HRV_IQRNN","0.998593268657256","0.996920287578266","0.999357734552367"
"Engzee","sitting","HRV_LF","0.588655902376223","0.276610578254781","0.788406037731223"
"Engzee","sitting","HRV_HF","0.205098041671267","-0.0264939963962932","0.415795288035165"
"Engzee","sitting","HRV_LFHF","0.687930990691731","0.429225381665702","0.842314503612861"
"Engzee","sitting","HRV_LFn","0.667499485226454","0.382491947815968","0.836518532475783"
"Engzee","sitting","HRV_HFn","0.795775352709151","0.594303486587356","0.903265499799242"
"Engzee","sitting","HRV_LnHF","0.607269379666363","0.303014156754268","0.799177914157084"
"Engzee","sitting","HRV_SD1","0.0174901217860867","-0.163423314100144","0.197265519623455"
"Engzee","sitting","HRV_SD2","0.371661378311201","0.0208110489159039","0.641009034601971"
"Engzee","sitting","HRV_SD1SD2","0.0378934951713761","-0.180034759219605","0.252275891229172"
"Engzee","sitting","HRV_SampEn","0.602449482725967","0.315823784657719","0.788315154447627"
"Engzee","sitting","HRV_TP","0.205353752802836","-0.0855231215373575","0.463974195366464"
"Engzee","maths","HRV_MeanNN","0.503875601593788","0.164404232377364","0.736626902321428"
"Engzee","maths","HRV_SDNN","-0.0178505148985961","-0.0741739024263339","0.038586392299866"
"Engzee","maths","HRV_RMSSD","-0.015220683867753","-0.0482322549189549","0.0178241021579297"
"Engzee","maths","HRV_SDSD","-0.0151785803109187","-0.0481421375757042","0.017818003584506"
"Engzee","maths","HRV_CVSD","-0.0223027617640901","-0.0623814966274393","0.0178477872801035"
"Engzee","maths","HRV_CVNN","-0.0173156014890321","-0.0952428489292382","0.060822581830637"
"Engzee","maths","HRV_TINN","0.466651823608811","0.165199266768428","0.688361929072404"
"Engzee","maths","HRV_HTI","0.98177171854977","0.959188345460077","0.991910048689956"
"Engzee","maths","HRV_SDRMSSD","0.670693071071909","0.399962891225651","0.833776223039396"
"Engzee","maths","HRV_pNN20","0.886108710349915","0.758633107129119","0.94824077633343"
"Engzee","maths","HRV_pNN50","0.561614955918928","0.239916497701902","0.772175047205596"
"Engzee","maths","HRV_IQRNN","0.00307946322423099","-0.102424598962356","0.108515013609366"
"Engzee","maths","HRV_LF","0.85933799502435","0.707543292374751","0.935330111882168"
"Engzee","maths","HRV_HF","0.131794706571874","-0.196117350724411","0.433194982654239"
"Engzee","maths","HRV_LFHF","0.316642071984517","-0.0265690899822003","0.59307513661854"
"Engzee","maths","HRV_LFn","0.422089281816862","0.0561071823243785","0.688078248690923"
"Engzee","maths","HRV_HFn","0.533267934063478","0.190619925958714","0.760086920168149"
"Engzee","maths","HRV_LnHF","0.609646944546748","0.304023316060607","0.801492453939487"
"Engzee","maths","HRV_SD1","-0.0151785803151699","-0.0481421375804552","0.017818003580765"
"Engzee","maths","HRV_SD2","-0.0145182143652162","-0.091551060062653","0.062687357977543"
"Engzee","maths","HRV_SD1SD2","0.225065455546406","-0.0527486950567295","0.470543906657733"
"Engzee","maths","HRV_SampEn","0.513601098169223","0.166094324821564","0.747634661883136"
"Engzee","maths","HRV_TP","0.50836540349209","0.173167339166373","0.738019622356174"
"Engzee","walking","HRV_MeanNN","0.140425924703225","-0.168151661123081","0.423938727454269"
"Engzee","walking","HRV_SDNN","0.0303083080968386","-0.0177152057468881","0.078192302374575"
"Engzee","walking","HRV_RMSSD","0.0436992308932826","0.0177255061521402","0.0696140148722691"
"Engzee","walking","HRV_SDSD","0.0436033721321407","0.0176982428905832","0.0694499999795153"
"Engzee","walking","HRV_CVSD","0.0638184499967485","0.0194557277945505","0.107930374903575"
"Engzee","walking","HRV_CVNN","0.048033641443998","-0.0188112959457224","0.114451085484828"
"Engzee","walking","HRV_TINN","0.306048478441441","0.0306157245225692","0.538282314245205"
"Engzee","walking","HRV_HTI","0.731583083607083","0.487253408046511","0.869687995073996"
"Engzee","walking","HRV_SDRMSSD","0.23110693765589","-0.0731989792726186","0.49604545282465"
"Engzee","walking","HRV_pNN20","0.516681665119928","0.203916139693845","0.733743652896034"
"Engzee","walking","HRV_pNN50","0.189106201342465","-0.0167019169363177","0.379541252212444"
"Engzee","walking","HRV_IQRNN","-0.000628139272224319","-0.0785786596122783","0.0773300153231893"
"Engzee","walking","HRV_LF","0.488176174606814","0.13738402429436","0.73015899588059"
"Engzee","walking","HRV_HF","-0.00770323201457775","-0.299680775986381","0.285593740202125"
"Engzee","walking","HRV_LFHF","0.322521493161464","-0.0660542467910983","0.626156207228765"
"Engzee","walking","HRV_LFn","0.273978970615659","-0.0764260159183625","0.564147852415113"
"Engzee","walking","HRV_HFn","0.313247940451427","-0.0312091961695856","0.591197305759953"
"Engzee","walking","HRV_LnHF","0.0888336843706444","-0.231228198935757","0.39154509862707"
"Engzee","walking","HRV_SD1","0.0436033721256151","0.0176982428917838","0.069449999965307"
"Engzee","walking","HRV_SD2","0.0275890786448465","-0.0337536393800523","0.0887247084993447"
"Engzee","walking","HRV_SD1SD2","0.178232718271788","-0.0523023179133315","0.390732092177897"
"Engzee","walking","HRV_SampEn","0.264014058354851","-0.0311260804085211","0.516806651231239"
"Engzee","walking","HRV_TP","0.12509773877387","-0.206056074633434","0.43054217020265"
"Engzee","hand_bike","HRV_MeanNN","0.860273366894771","0.705981734407348","0.936606277756157"
"Engzee","hand_bike","HRV_SDNN","0.052267946723134","-0.0696061112232007","0.172604689024977"
"Engzee","hand_bike","HRV_RMSSD","0.0339365347332304","-0.0617917056846612","0.129046100637084"
"Engzee","hand_bike","HRV_SDSD","0.0339192231828539","-0.0618198306941548","0.129039777568668"
"Engzee","hand_bike","HRV_CVSD","0.0420305752038938","-0.0461387579300269","0.129550099337126"
"Engzee","hand_bike","HRV_CVNN","0.0769831606980634","-0.0361160129696614","0.188135252250713"
"Engzee","hand_bike","HRV_TINN","-0.00578392894030159","-0.192904475164956","0.181742547653576"
"Engzee","hand_bike","HRV_HTI","0.739309114637547","0.514574455620401","0.868998828594908"
"Engzee","hand_bike","HRV_SDRMSSD","0.0253231926460774","-0.235890628038562","0.283124236696531"
"Engzee","hand_bike","HRV_pNN20","0.312147528759545","-0.0245913516881585","0.58527077546464"
"Engzee","hand_bike","HRV_pNN50","0.0422944295896611","-0.167889378714729","0.248800150185889"
"Engzee","hand_bike","HRV_IQRNN","0.232387573044636","-0.0085884928343193","0.447853853097749"
"Engzee","hand_bike","HRV_LF","0.18085536635354","-0.206404478206846","0.519128914813284"
"Engzee","hand_bike","HRV_HF","0.143154527203147","-0.18849657103793","0.445496213415068"
"Engzee","hand_bike","HRV_LFHF","0.336662883829843","-0.0269762739559943","0.62161381305909"
"Engzee","hand_bike","HRV_LFn","0.053485670406033","-0.291366365834874","0.386035005019173"
"Engzee","hand_bike","HRV_HFn","0.0600425996353038","-0.285644793266113","0.391903940167026"
"Engzee","hand_bike","HRV_LnHF","0.0950813424019896","-0.237710108773309","0.407895876677821"
"Engzee","hand_bike","HRV_SD1","0.0339192231666167","-0.0618198307142704","0.129039777556554"
"Engzee","hand_bike","HRV_SD2","0.0733557453687368","-0.0725705171196994","0.216207147661032"
"Engzee","hand_bike","HRV_SD1SD2","0.0129896454069895","-0.19015661207071","0.215069228564495"
"Engzee","hand_bike","HRV_SampEn","0.356523900835227","0.0126508311377473","0.624985269066991"
"Engzee","hand_bike","HRV_TP","0.146271594710778","-0.202248818077178","0.461907087970699"
"Christov","sitting","HRV_MeanNN","0.871046064073621","0.731151835883901","0.940642729767775"
"Christov","sitting","HRV_SDNN","0.163902683705046","-0.11779765801597","0.4211886287036"
"Christov","sitting","HRV_RMSSD","0.0583924349841559","-0.129039270369757","0.241795853398852"
"Christov","sitting","HRV_SDSD","0.0588400439944205","-0.128838456274232","0.242449258552185"
"Christov","sitting","HRV_CVSD","-0.00489166756261013","-0.135217283438823","0.12560033209672"
"Christov","sitting","HRV_CVNN","-0.00244839801599426","-0.211958311131259","0.207276679073534"
"Christov","sitting","HRV_TINN","0.0745322714992208","-0.0776003508884155","0.223272972441632"
"Christov","sitting","HRV_HTI","0.744612757079461","0.505820667714875","0.877411836576789"
"Christov","sitting","HRV_SDRMSSD","0.703065851010658","0.463167895460503","0.84697118519111"
"Christov","sitting","HRV_pNN20","0.900834659169504","0.792347185219426","0.954094883202863"
"Christov","sitting","HRV_pNN50","0.658169855056507","0.389714916225505","0.823530860374438"
"Christov","sitting","HRV_IQRNN","0.108855632340959","-0.113710061291364","0.321017721485595"
"Christov","sitting","HRV_LF","0.819440076850992","0.648676843041695","0.911650428227462"
"Christov","sitting","HRV_HF","0.712908941784895","0.476933338697951","0.853021098544161"
"Christov","sitting","HRV_LFHF","0.970816066770658","0.936336855940672","0.986749526285524"
"Christov","sitting","HRV_LFn","0.766300098190276","0.559973041469343","0.883129204300534"
"Christov","sitting","HRV_HFn","0.907810197754481","0.804862328316505","0.957718666282325"
"Christov","sitting","HRV_LnHF","0.940616255580983","0.870786564374266","0.973248133053733"
"Christov","sitting","HRV_SD1","0.0588400439935619","-0.128838456278642","0.242449258554784"
"Christov","sitting","HRV_SD2","0.29982635412724","-0.0237850636281939","0.566563479769448"
"Christov","sitting","HRV_SD1SD2","0.311372048317547","0.0447675586244284","0.536573058292902"
"Christov","sitting","HRV_SampEn","0.747561627519618","0.532742703706541","0.871874482429039"
"Christov","sitting","HRV_TP","0.890873857685864","0.772912084656133","0.949311787486037"
"Christov","maths","HRV_MeanNN","0.999692851729372","0.999296236373176","0.999865964209178"
"Christov","maths","HRV_SDNN","0.798179134909983","0.601341969537156","0.903674244839661"
"Christov","maths","HRV_RMSSD","0.610216300635632","0.344120041510379","0.785577079354611"
"Christov","maths","HRV_SDSD","0.611700686485963","0.345907222991802","0.786611785863863"
"Christov","maths","HRV_CVSD","0.404040346846002","0.106939932696136","0.634901864615095"
"Christov","maths","HRV_CVNN","0.769396856776769","0.553789059029748","0.888312236614801"
"Christov","maths","HRV_TINN","0.150089723823932","-0.0284244612205452","0.319326157145527"
"Christov","maths","HRV_HTI","0.912457783733724","0.819648653400067","0.958593939014247"
"Christov","maths","HRV_SDRMSSD","0.4287985800391","0.123898745392043","0.659714912493864"
"Christov","maths","HRV_pNN20","0.995086555641776","0.988850054404944","0.997838584357571"
"Christov","maths","HRV_pNN50","0.987552410850982","0.972371184628218","0.994415614869975"
"Christov","maths","HRV_IQRNN","0.996654710749671","0.992684694317793","0.998471851505984"
"Christov","maths","HRV_LF","0.959247146768655","0.909669985754417","0.98187243232191"
"Christov","maths","HRV_HF","0.648564261118947","0.346778637714784","0.828663560134998"
"Christov","maths","HRV_LFHF","0.380328632023617","0.0471164333414333","0.637372663331119"
"Christov","maths","HRV_LFn","0.66974325670035","0.381177526755781","0.839393858104472"
"Christov","maths","HRV_HFn","0.736256700841671","0.492488006658924","0.87290861112361"
"Christov","maths","HRV_LnHF","0.816478221765865","0.62613610372301","0.914979750130575"
"Christov","maths","HRV_SD1","0.611700686549074","0.345907223076397","0.786611785904122"
"Christov","maths","HRV_SD2","0.92666209338721","0.840343422647724","0.967145530311181"
"Christov","maths","HRV_SD1SD2","0.60513409231814","0.340035457127975","0.781138210148677"
"Christov","maths","HRV_SampEn","0.845186056527555","0.691802850808434","0.925591077039625"
"Christov","maths","HRV_TP","0.852509574294589","0.692368667259044","0.9326070144177"
"Christov","walking","HRV_MeanNN","0.838126527738906","0.674728833538991","0.923206339070486"
"Christov","walking","HRV_SDNN","0.337459435495489","0.106993593976478","0.533511221996447"
"Christov","walking","HRV_RMSSD","0.22638580802224","0.0809176627943329","0.362410856490513"
"Christov","walking","HRV_SDSD","0.22643341223178","0.0809192624089195","0.362496626892995"
"Christov","walking","HRV_CVSD","0.234545329035293","0.11356165850037","0.34867482856912"
"Christov","walking","HRV_CVNN","0.226914067103838","0.0501408619131658","0.389901823282007"
"Christov","walking","HRV_TINN","0.0255038738316469","-0.0815139644997773","0.13194032520458"
"Christov","walking","HRV_HTI","0.644645054531517","0.372613683856313","0.814652352188764"
"Christov","walking","HRV_SDRMSSD","0.547215231899067","0.267270318318156","0.741981332602971"
"Christov","walking","HRV_pNN20","0.525327649756773","0.224949229172617","0.734521578303738"
"Christov","walking","HRV_pNN50","0.218265444704896","-0.00151534084274176","0.417931773875052"
"Christov","walking","HRV_IQRNN","0.238100991240836","-0.0295164925873266","0.473866751624279"
"Christov","walking","HRV_LF","0.760661946968577","0.523475771050602","0.888435924797214"
"Christov","walking","HRV_HF","0.122749277553104","-0.219887270750409","0.438425909398069"
"Christov","walking","HRV_LFHF","0.595369129059905","0.307673674655563","0.783322380972778"
"Christov","walking","HRV_LFn","0.39741896493174","0.0918000616411218","0.634612205421143"
"Christov","walking","HRV_HFn","0.431525921557564","0.120173856854895","0.665589795595015"
"Christov","walking","HRV_LnHF","0.395773723085752","0.0821280525408658","0.638088010544034"
"Christov","walking","HRV_SD1","0.226433412219718","0.0809192623745946","0.36249662690092"
"Christov","walking","HRV_SD2","0.403544649137574","0.139075676479882","0.614281634030361"
"Christov","walking","HRV_SD1SD2","0.437578102875787","0.167247279768204","0.646713929870599"
"Christov","walking","HRV_SampEn","0.359499550554102","-0.00376027678680033","0.638941180254975"
"Christov","walking","HRV_TP","0.271063602456724","-0.0964390046876657","0.573526719155149"
"Christov","hand_bike","HRV_MeanNN","0.760028052744041","0.545866340572597","0.88097117140474"
"Christov","hand_bike","HRV_SDNN","0.606103120326189","0.388752247583278","0.759548753097161"
"Christov","hand_bike","HRV_RMSSD","0.402093999492486","0.0840627760082498","0.645780679850094"
"Christov","hand_bike","HRV_SDSD","0.402222427891058","0.0840339244032794","0.64597620569338"
"Christov","hand_bike","HRV_CVSD","0.339640203651909","0.0851262206258765","0.552545949167238"
"Christov","hand_bike","HRV_CVNN","0.344510610388274","0.18445888340621","0.486762315238936"
"Christov","hand_bike","HRV_TINN","0.153083441214546","0.0225288021527036","0.27850450833865"
"Christov","hand_bike","HRV_HTI","0.645029494686987","0.337210160665629","0.828250064460813"
"Christov","hand_bike","HRV_SDRMSSD","0.324056017841707","0.0133716430283304","0.57767914256263"
"Christov","hand_bike","HRV_pNN20","0.324115529313007","-0.0249739820923071","0.60275115737339"
"Christov","hand_bike","HRV_pNN50","0.194806312899447","-0.0724692449625414","0.435977142631054"
"Christov","hand_bike","HRV_IQRNN","0.0453548921280874","-0.11436554850305","0.202789683229765"
"Christov","hand_bike","HRV_LF","0.759585022259672","0.525771933657429","0.886680842740323"
"Christov","hand_bike","HRV_HF","0.678884825631258","0.427298831576231","0.832889769552056"
"Christov","hand_bike","HRV_LFHF","0.703924940540274","0.443710652838465","0.854672010211047"
"Christov","hand_bike","HRV_LFn","0.608030762224896","0.310072540026294","0.797227006643597"
"Christov","hand_bike","HRV_HFn","0.540453692074625","0.205987828012918","0.761852233191792"
"Christov","hand_bike","HRV_LnHF","0.774384203952118","0.552892939050683","0.89366486468221"
"Christov","hand_bike","HRV_SD1","0.402222427618398","0.0840339240954382","0.645976205494942"
"Christov","hand_bike","HRV_SD2","0.60837410565846","0.40929589885708","0.752158391334529"
"Christov","hand_bike","HRV_SD1SD2","0.306288686485731","-0.0119641950999661","0.568195656529495"
"Christov","hand_bike","HRV_SampEn","0.611741571605326","0.312260369938337","0.800625203828744"
"Christov","hand_bike","HRV_TP","0.787744788264095","0.587327498482836","0.897135606721291"
"Hamilton","sitting","HRV_MeanNN","0.983376960735905","0.963909513159071","0.992384258955211"
"Hamilton","sitting","HRV_SDNN","0.440654131522641","0.181949653024907","0.642304120091522"
"Hamilton","sitting","HRV_RMSSD","0.257360773594764","0.04821462956818","0.444887339310206"
"Hamilton","sitting","HRV_SDSD","0.257935681279234","0.0485212612266505","0.445628328067512"
"Hamilton","sitting","HRV_CVSD","0.130451985627501","-0.0448371776249213","0.297948315953635"
"Hamilton","sitting","HRV_CVNN","0.286724663054569","0.0316171435847092","0.506759643802667"
"Hamilton","sitting","HRV_TINN","0.0757263273726389","-0.0222968656020899","0.172307420039939"
"Hamilton","sitting","HRV_HTI","0.735595713717043","0.502146237912051","0.869116010749046"
"Hamilton","sitting","HRV_SDRMSSD","-0.1485549613857","-0.294638312776837","0.00431301741028931"
"Hamilton","sitting","HRV_pNN20","0.273483523156951","0.101722522438356","0.429411264938515"
"Hamilton","sitting","HRV_pNN50","0.416172596513515","0.219898790768099","0.580063236171977"
"Hamilton","sitting","HRV_IQRNN","0.943580618282987","0.879091846828287","0.974146266165023"
"Hamilton","sitting","HRV_LF","0.8056146781489","0.612505708429342","0.907979126019666"
"Hamilton","sitting","HRV_HF","0.802102113215882","0.610812536341161","0.904920573769447"
"Hamilton","sitting","HRV_LFHF","0.725722683704638","0.534494592911132","0.84626510309784"
"Hamilton","sitting","HRV_LFn","0.688764274656966","0.460364264696212","0.831639106879155"
"Hamilton","sitting","HRV_HFn","0.913205048486348","0.821207618113139","0.958932727172137"
"Hamilton","sitting","HRV_LnHF","0.791001687695204","0.597268086879643","0.897519421748259"
"Hamilton","sitting","HRV_SD1","0.257935681270664","0.0485212612091845","0.445628328066827"
"Hamilton","sitting","HRV_SD2","0.510099063283308","0.24077976221816","0.706482253335063"
"Hamilton","sitting","HRV_SD1SD2","-0.163027251420648","-0.324908846653412","0.00813535644226672"
"Hamilton","sitting","HRV_SampEn","0.264665787824503","-0.101168595745306","0.567450152042112"
"Hamilton","sitting","HRV_TP","0.768640008994306","0.546142453145417","0.889833125611341"
"Hamilton","maths","HRV_MeanNN","0.993313730602793","0.985786354331663","0.996861000132839"
"Hamilton","maths","HRV_SDNN","0.267933080492197","-0.0102135352487174","0.507595460539155"
"Hamilton","maths","HRV_RMSSD","0.186329802284339","0.0160682403615817","0.346090046503814"
"Hamilton","maths","HRV_SDSD","0.186665335250196","0.0162032309176562","0.346583070298526"
"Hamilton","maths","HRV_CVSD","0.0379484278640491","-0.0796232836488077","0.154478801573551"
"Hamilton","maths","HRV_CVNN","0.152165025385078","-0.114830354098879","0.398657027689607"
"Hamilton","maths","HRV_TINN","0.176882170057648","0.0454410649014441","0.30230295254234"
"Hamilton","maths","HRV_HTI","0.703616956445032","0.4575145507854","0.8495943681241"
"Hamilton","maths","HRV_SDRMSSD","0.0786666421094776","-0.0445958610478129","0.199569833614862"
"Hamilton","maths","HRV_pNN20","0.229662345197974","0.0733658333953065","0.374947913085209"
"Hamilton","maths","HRV_pNN50","0.260928359441684","0.0850943900616609","0.421000954122572"
"Hamilton","maths","HRV_IQRNN","0.927957576289758","0.856623024000227","0.964479947446347"
"Hamilton","maths","HRV_LF","0.884231716519134","0.754385988659031","0.94748813994064"
"Hamilton","maths","HRV_HF","0.65665453319691","0.397587267987916","0.818758154374516"
"Hamilton","maths","HRV_LFHF","0.336814150818286","0.105619209978414","0.533464024699839"
"Hamilton","maths","HRV_LFn","0.538245494706396","0.294873860456006","0.716038952007697"
"Hamilton","maths","HRV_HFn","0.806906545790057","0.638370844428603","0.90161366475554"
"Hamilton","maths","HRV_LnHF","0.829210447697245","0.671250952561213","0.915126916887561"
"Hamilton","maths","HRV_SD1","0.186665335293243","0.0162032309457208","0.346583070352315"
"Hamilton","maths","HRV_SD2","0.304265968266465","-0.0107742023818155","0.564356541859014"
"Hamilton","maths","HRV_SD1SD2","-0.000489902304265841","-0.203414673234867","0.202475223507129"
"Hamilton","maths","HRV_SampEn","0.15260720754453","-0.191676023977553","0.463448356087675"
"Hamilton","maths","HRV_TP","0.757889558686657","0.529844431416302","0.883729865573229"
"Hamilton","walking","HRV_MeanNN","0.910407407353005","0.80941709052145","0.959092595910745"
"Hamilton","walking","HRV_SDNN","0.195156836842455","-0.0110991072814048","0.385483921681916"
"Hamilton","walking","HRV_RMSSD","0.0835001139977608","-0.0536890976460314","0.217595544229031"
"Hamilton","walking","HRV_SDSD","0.0836402044803903","-0.0536285502287512","0.217806479120589"
"Hamilton","walking","HRV_CVSD","0.0500196963206812","-0.0818580313237529","0.180175969420542"
"Hamilton","walking","HRV_CVNN","0.0333023630807469","-0.137120763102139","0.201810630667262"
"Hamilton","walking","HRV_TINN","0.0624589970898447","-0.0220481242439478","0.146079920314087"
"Hamilton","walking","HRV_HTI","0.59399081305986","0.365705739990686","0.754862605221099"
"Hamilton","walking","HRV_SDRMSSD","0.192929394912102","-0.00992431064493845","0.380531260940724"
"Hamilton","walking","HRV_pNN20","0.0358364209783091","-0.0680271304681958","0.138931525393023"
"Hamilton","walking","HRV_pNN50","0.0444604645579077","-0.0601053771267702","0.148061109995954"
"Hamilton","walking","HRV_IQRNN","0.180878028997262","-0.080352844553588","0.418858619920135"
"Hamilton","walking","HRV_LF","0.936902502307808","0.860695715230152","0.972046462327408"
"Hamilton","walking","HRV_HF","0.322535678305648","-0.024823678389681","0.60040359134657"
"Hamilton","walking","HRV_LFHF","0.555768298222128","0.307917433177953","0.73297923368727"
"Hamilton","walking","HRV_LFn","0.52430897419608","0.289827760588887","0.699412603697014"
"Hamilton","walking","HRV_HFn","0.524970731233714","0.223289604768464","0.734872142109737"
"Hamilton","walking","HRV_LnHF","0.582415399839389","0.329504102565282","0.757340439408173"
"Hamilton","walking","HRV_SD1","0.0836402044990712","-0.0536285502095514","0.217806479138088"
"Hamilton","walking","HRV_SD2","0.287342561320157","0.0469579636617166","0.496267631332929"
"Hamilton","walking","HRV_SD1SD2","0.154064850048103","-0.0744520587980974","0.367208794678776"
"Hamilton","walking","HRV_SampEn","0.0441041456205198","-0.345597007036911","0.420830150838228"
"Hamilton","walking","HRV_TP","0.577139668460142","0.272846745807178","0.776458202191995"
"Hamilton","hand_bike","HRV_MeanNN","0.984723374807438","0.966634018687806","0.993040298664296"
"Hamilton","hand_bike","HRV_SDNN","0.57782962903555","0.331624793571626","0.750344890660206"
"Hamilton","hand_bike","HRV_RMSSD","0.303933497311899","0.0632934758511084","0.511173690585057"
"Hamilton","hand_bike","HRV_SDSD","0.304299684026037","0.0635390032881037","0.511587608639057"
"Hamilton","hand_bike","HRV_CVSD","0.212430237828671","-0.00606622588443782","0.41156709203724"
"Hamilton","hand_bike","HRV_CVNN","0.480405311525853","0.229971722267504","0.671166338296515"
"Hamilton","hand_bike","HRV_TINN","0.0433553352970265","-0.0506879259106593","0.13663649770017"
"Hamilton","hand_bike","HRV_HTI","0.48274966129084","0.208251777131614","0.686752503227873"
"Hamilton","hand_bike","HRV_SDRMSSD","0.047090123805056","-0.0935971767636657","0.185933663853355"
"Hamilton","hand_bike","HRV_pNN20","0.00455723517211504","-0.0633490657582854","0.0724215319832384"
"Hamilton","hand_bike","HRV_pNN50","0.0159212590994954","-0.0631666641665028","0.094810460690127"
"Hamilton","hand_bike","HRV_IQRNN","0.702534562211982","0.482812692716792","0.839042453573802"
"Hamilton","hand_bike","HRV_LF","0.188717677695741","-0.218249854762779","0.539770722226985"
"Hamilton","hand_bike","HRV_HF","0.129961981457956","-0.261330183620389","0.484568810258043"
"Hamilton","hand_bike","HRV_LFHF","0.427889076341837","0.185223429811591","0.621369755654606"
"Hamilton","hand_bike","HRV_LFn","0.353087502678359","0.0771037977882059","0.578813191070559"
"Hamilton","hand_bike","HRV_HFn","0.241422513150355","-0.107623131077283","0.537483347831396"
"Hamilton","hand_bike","HRV_LnHF","0.312152373679261","0.0174172303683362","0.556975560528438"
"Hamilton","hand_bike","HRV_SD1","0.304299683894548","0.0635390031570587","0.511587608522232"
"Hamilton","hand_bike","HRV_SD2","0.699882439452531","0.478720493079177","0.837522528231504"
"Hamilton","hand_bike","HRV_SD1SD2","0.143264313003486","-0.046826672887543","0.3233415902528"
"Hamilton","hand_bike","HRV_SampEn","0.46862815360895","0.187188576027194","0.678969621712674"
"Hamilton","hand_bike","HRV_TP","0.266177597965393","-0.108401303395521","0.574570818585653"
"Pan_Tompkins","sitting","HRV_MeanNN","0.999478136602965","0.998876024807534","0.999757737121359"
"Pan_Tompkins","sitting","HRV_SDNN","0.701269202616247","0.511720047255476","0.825718895107417"
"Pan_Tompkins","sitting","HRV_RMSSD","0.214474600531225","0.0588993559572589","0.359878601765354"
"Pan_Tompkins","sitting","HRV_SDSD","0.215052608312343","0.0592454506007648","0.360630996590116"
"Pan_Tompkins","sitting","HRV_CVSD","0.076180056715414","-0.0373367286539634","0.187755826642349"
"Pan_Tompkins","sitting","HRV_CVNN","0.576134188462103","0.361749296940715","0.732646314882963"
"Pan_Tompkins","sitting","HRV_TINN","0.113280199085284","-0.0122024975153547","0.235250282936168"
"Pan_Tompkins","sitting","HRV_HTI","0.484595201045291","0.212707480031335","0.686834922482172"
"Pan_Tompkins","sitting","HRV_SDRMSSD","-0.0568759365758332","-0.150320778984395","0.0375761449658705"
"Pan_Tompkins","sitting","HRV_pNN20","0.204194515968941","0.0111242900808712","0.382586902902626"
"Pan_Tompkins","sitting","HRV_pNN50","0.176640187249005","0.0258170835017979","0.319600623545261"
"Pan_Tompkins","sitting","HRV_IQRNN","0.825766703191896","0.669305432417521","0.912099571183257"
"Pan_Tompkins","sitting","HRV_LF","0.899065294851634","0.785544881071832","0.954041134580105"
"Pan_Tompkins","sitting","HRV_HF","0.570882468931287","0.347198316636209","0.733105089377262"
"Pan_Tompkins","sitting","HRV_LFHF","0.268474667869609","0.0535676448498974","0.459612256291237"
"Pan_Tompkins","sitting","HRV_LFn","0.322221327027234","0.106826076554483","0.508728198084966"
"Pan_Tompkins","sitting","HRV_HFn","0.680921317217476","0.47046045763402","0.818084452146005"
"Pan_Tompkins","sitting","HRV_LnHF","0.466908009007662","0.207869768710513","0.664748511434651"
"Pan_Tompkins","sitting","HRV_SD1","0.215052608285988","0.0592454505647599","0.36063099657347"
"Pan_Tompkins","sitting","HRV_SD2","0.914416895531029","0.828531771743187","0.958265665243086"
"Pan_Tompkins","sitting","HRV_SD1SD2","-0.0493249932049049","-0.136506005890315","0.0386141765811211"
"Pan_Tompkins","sitting","HRV_SampEn","0.39849113874761","0.146644543640968","0.601821666784813"
"Pan_Tompkins","sitting","HRV_TP","0.622008988343355","0.368748494347788","0.789301611919752"
"Pan_Tompkins","maths","HRV_MeanNN","0.999784014053523","0.999517052832762","0.999903412858365"
"Pan_Tompkins","maths","HRV_SDNN","0.645804048638915","0.435817894825494","0.789113456101322"
"Pan_Tompkins","maths","HRV_RMSSD","0.197929892002204","0.0611684508976582","0.327396440721138"
"Pan_Tompkins","maths","HRV_SDSD","0.198371665143533","0.0614385559250975","0.327975334114172"
"Pan_Tompkins","maths","HRV_CVSD","0.0505280410627027","-0.0458813376976641","0.146004831953214"
"Pan_Tompkins","maths","HRV_CVNN","0.516703294102542","0.283811708948868","0.692029896929445"
"Pan_Tompkins","maths","HRV_TINN","0.228482235766315","0.0726942161849297","0.373386404984409"
"Pan_Tompkins","maths","HRV_HTI","0.723946640196313","0.506657913882547","0.854758012607779"
"Pan_Tompkins","maths","HRV_SDRMSSD","0.20645709998443","0.0561325866835835","0.347628792626548"
"Pan_Tompkins","maths","HRV_pNN20","0.36420331431586","0.119193347889956","0.567402981776016"
"Pan_Tompkins","maths","HRV_pNN50","0.231381252610447","0.0565124204225233","0.392476418082417"
"Pan_Tompkins","maths","HRV_IQRNN","0.755165788658197","0.559797434737506","0.870997881095235"
"Pan_Tompkins","maths","HRV_LF","0.956115047015625","0.902479359246396","0.980553011120283"
"Pan_Tompkins","maths","HRV_HF","0.381738080440856","0.176350077216225","0.555272521253601"
"Pan_Tompkins","maths","HRV_LFHF","0.310291594138815","0.129073426730659","0.471454293596384"
"Pan_Tompkins","maths","HRV_LFn","0.301604199434602","0.0805974563001697","0.494344856372413"
"Pan_Tompkins","maths","HRV_HFn","0.635104409471584","0.401181554140333","0.791260670865714"
"Pan_Tompkins","maths","HRV_LnHF","0.66367125870624","0.44761316125837","0.806516445960843"
"Pan_Tompkins","maths","HRV_SD1","0.198371665142577","0.0614385559167904","0.327975334119838"
