,sensitivity,JF,method,experiment,subject_idx
313,100.0,68.1592039800995,Matched_filter,sitting,8
314,100.0,71.42857142857143,Wavelet_transform,sitting,8
315,99.33774834437085,100.0,Engzee,sitting,8
316,100.0,100.0,Christov,sitting,8
317,100.0,100.0,Hamilton,sitting,8
318,100.0,71.42857142857143,Pan_Tompkins,sitting,8
319,99.33774834437085,100.0,WQRS,sitting,8
320,100.0,100.0,Elgendi_et_al,maths,8
321,99.35897435897436,99.64912280701755,Matched_filter,maths,8
322,99.35897435897436,71.42857142857143,Wavelet_transform,maths,8
323,99.35897435897436,100.0,Engzee,maths,8
324,100.0,100.0,Christov,maths,8
325,99.35897435897436,100.0,Hamilton,maths,8
326,99.35897435897436,71.42857142857143,Pan_Tompkins,maths,8
327,100.0,100.0,WQRS,maths,8
328,100.0,71.42857142857143,Elgendi_et_al,walking,8
329,100.0,100.0,Matched_filter,walking,8
330,99.47089947089947,55.55555555555556,Wavelet_transform,walking,8
331,99.47089947089947,100.0,Engzee,walking,8
332,100.0,100.0,Christov,walking,8
333,100.0,71.42857142857143,Hamilton,walking,8
334,100.0,71.42857142857143,Pan_Tompkins,walking,8
335,100.0,100.0,WQRS,walking,8
336,99.43181818181817,100.0,Elgendi_et_al,hand_bike,8
337,100.0,100.0,Matched_filter,hand_bike,8
338,100.0,38.46153846153846,Wavelet_transform,hand_bike,8
339,99.43181818181817,100.0,Engzee,hand_bike,8
340,100.0,100.0,Christov,hand_bike,8
341,100.0,71.42857142857143,Hamilton,hand_bike,8
342,100.0,71.42857142857143,Pan_Tompkins,hand_bike,8
343,99.43181818181817,100.0,WQRS,hand_bike,8
344,88.70431893687709,67.35069718495133,Elgendi_et_al,jogging,8
345,99.66777408637874,71.42857142857143,Matched_filter,jogging,8
346,99.66777408637874,55.55555555555556,Wavelet_transform,jogging,8
347,97.67441860465115,98.94366197183099,Engzee,jogging,8
348,99.66777408637874,71.42857142857143,Christov,jogging,8
349,99.66777408637874,55.55555555555556,Hamilton,jogging,8
350,99.66777408637874,71.42857142857143,Pan_Tompkins,jogging,8
351,94.6843853820598,71.17969138875063,WQRS,jogging,8
352,99.43502824858757,100.0,Elgendi_et_al,sitting,9
353,100.0,100.0,Matched_filter,sitting,9
354,99.43502824858757,38.46153846153846,Wavelet_transform,sitting,9
355,98.87005649717514,100.0,Engzee,sitting,9
356,99.43502824858757,100.0,Christov,sitting,9
357,98.30508474576271,100.0,Hamilton,sitting,9
358,99.43502824858757,100.0,Pan_Tompkins,sitting,9
359,97.17514124293785,100.0,WQRS,sitting,9
360,99.52380952380952,100.0,Elgendi_et_al,maths,9
361,100.0,100.0,Matched_filter,maths,9
362,100.0,29.41176470588236,Wavelet_transform,maths,9
363,99.52380952380952,100.0,Engzee,maths,9
364,100.0,100.0,Christov,maths,9
365,100.0,100.0,Hamilton,maths,9
366,100.0,100.0,Pan_Tompkins,maths,9
367,99.04761904761905,100.0,WQRS,maths,9
368,99.51923076923077,100.0,Elgendi_et_al,walking,9
369,100.0,100.0,Matched_filter,walking,9
370,100.0,29.411764705882355,Wavelet_transform,walking,9
371,99.03846153846155,100.0,Engzee,walking,9
372,100.0,100.0,Christov,walking,9
373,100.0,100.0,Hamilton,walking,9
374,100.0,71.42857142857143,Pan_Tompkins,walking,9
375,98.5576923076923,100.0,WQRS,walking,9
376,99.49238578680203,100.0,Elgendi_et_al,hand_bike,9
377,98.98477157360406,100.0,Matched_filter,hand_bike,9
378,99.49238578680203,33.33333333333333,Wavelet_transform,hand_bike,9
379,99.49238578680203,100.0,Engzee,hand_bike,9
380,100.0,100.0,Christov,hand_bike,9
381,93.4010152284264,100.0,Hamilton,hand_bike,9
382,99.49238578680203,71.42857142857143,Pan_Tompkins,hand_bike,9
383,99.49238578680203,100.0,WQRS,hand_bike,9
384,99.00332225913621,99.65034965034964,Elgendi_et_al,jogging,9
385,99.66777408637874,100.0,Matched_filter,jogging,9
386,99.33554817275747,33.33333333333333,Wavelet_transform,jogging,9
387,99.00332225913621,99.82547993019197,Engzee,jogging,9
388,99.66777408637874,71.42857142857143,Christov,jogging,9
389,99.33554817275747,71.42857142857143,Hamilton,jogging,9
390,99.66777408637874,71.42857142857143,Pan_Tompkins,jogging,9
391,99.66777408637874,71.42857142857143,WQRS,jogging,9
392,99.34640522875817,100.0,Elgendi_et_al,sitting,10
393,98.69281045751634,100.0,Matched_filter,sitting,10
394,99.34640522875817,100.0,Wavelet_transform,sitting,10
395,98.0392156862745,100.0,Engzee,sitting,10
396,100.0,100.0,Christov,sitting,10
397,98.0392156862745,100.0,Hamilton,sitting,10
398,95.42483660130719,100.0,Pan_Tompkins,sitting,10
399,100.0,100.0,WQRS,sitting,10
400,100.0,100.0,Elgendi_et_al,maths,10
401,100.0,100.0,Matched_filter,maths,10
402,99.34640522875817,100.0,Wavelet_transform,maths,10
403,100.0,100.0,Engzee,maths,10
404,100.0,100.0,Christov,maths,10
405,100.0,100.0,Hamilton,maths,10
406,98.69281045751634,100.0,Pan_Tompkins,maths,10
407,100.0,100.0,WQRS,maths,10
408,100.0,100.0,Elgendi_et_al,walking,10
409,100.0,100.0,Matched_filter,walking,10
410,100.0,71.42857142857143,Wavelet_transform,walking,10
411,98.85714285714286,100.0,Engzee,walking,10
412,100.0,100.0,Christov,walking,10
413,98.85714285714286,100.0,Hamilton,walking,10
414,94.28571428571428,71.42857142857143,Pan_Tompkins,walking,10
415,100.0,100.0,WQRS,walking,10
416,98.23529411764706,71.42857142857143,Elgendi_et_al,hand_bike,10
417,98.23529411764706,71.20036513007759,Matched_filter,hand_bike,10
418,98.23529411764706,38.46153846153846,Wavelet_transform,hand_bike,10
419,98.82352941176471,100.0,Engzee,hand_bike,10
420,98.82352941176471,99.68051118210862,Christov,hand_bike,10
421,97.6470588235294,100.0,Hamilton,hand_bike,10
422,98.23529411764706,45.45454545454545,Pan_Tompkins,hand_bike,10
423,99.41176470588235,99.68051118210862,WQRS,hand_bike,10
424,83.20610687022901,37.01923076923077,Elgendi_et_al,jogging,10
425,85.1145038167939,28.88129199575622,Matched_filter,jogging,10
426,96.56488549618321,45.27126099706745,Wavelet_transform,jogging,10
427,86.64122137404581,94.51476793248945,Engzee,jogging,10
428,93.12977099236642,51.99161425576521,Christov,jogging,10
429,90.07633587786259,37.67979987492182,Hamilton,jogging,10
430,93.51145038167938,44.99540863177227,Pan_Tompkins,jogging,10
431,89.31297709923665,54.43998215082553,WQRS,jogging,10
432,99.15966386554622,100.0,Elgendi_et_al,sitting,11
433,97.47899159663865,100.0,Matched_filter,sitting,11
434,100.0,29.411764705882355,Wavelet_transform,sitting,11
435,10.92436974789916,17.094017094017094,Engzee,sitting,11
436,100.0,47.61904761904761,Christov,sitting,11
437,100.0,68.80733944954129,Hamilton,sitting,11
438,100.0,55.762081784386616,Pan_Tompkins,sitting,11
439,0.0,66.66666666666666,WQRS,sitting,11
440,99.25925925925925,100.0,Elgendi_et_al,maths,11
441,97.03703703703704,100.0,Matched_filter,maths,11
442,98.51851851851852,55.55555555555556,Wavelet_transform,maths,11
443,100.0,47.61904761904761,Christov,maths,11
444,99.25925925925925,97.58064516129032,Hamilton,maths,11
445,99.25925925925925,68.75,Pan_Tompkins,maths,11
446,92.5925925925926,47.61904761904761,WQRS,maths,11
447,99.31506849315068,100.0,Elgendi_et_al,walking,11
448,95.8904109589041,100.0,Matched_filter,walking,11
449,99.31506849315068,71.42857142857143,Wavelet_transform,walking,11
450,100.0,47.61904761904763,Christov,walking,11
451,99.31506849315068,71.42857142857143,Hamilton,walking,11
452,99.31506849315068,25.641025641025646,Pan_Tompkins,walking,11
453,0.0,47.497259773474596,WQRS,walking,11
454,97.85714285714285,99.21259842519686,Elgendi_et_al,hand_bike,11
455,95.0,71.42857142857143,Matched_filter,hand_bike,11
456,100.0,38.46153846153846,Wavelet_transform,hand_bike,11
457,67.14285714285714,74.9185667752443,Engzee,hand_bike,11
458,100.0,47.61904761904765,Christov,hand_bike,11
459,98.57142857142858,71.14624505928853,Hamilton,hand_bike,11
460,99.28571428571429,38.99721448467967,Pan_Tompkins,hand_bike,11
461,0.7142857142857143,47.61904761904765,WQRS,hand_bike,11
462,99.57446808510639,100.0,Elgendi_et_al,jogging,11
463,97.02127659574468,71.26733311834892,Matched_filter,jogging,11
464,99.57446808510639,71.42857142857143,Wavelet_transform,jogging,11
465,38.297872340425535,58.333333333333336,Engzee,jogging,11
466,100.0,64.69555035128806,Christov,jogging,11
467,99.57446808510639,71.42857142857143,Hamilton,jogging,11
468,100.0,55.55555555555556,Pan_Tompkins,jogging,11
469,88.51063829787233,68.29573934837093,WQRS,jogging,11
470,99.16317991631799,100.0,Elgendi_et_al,sitting,12
471,99.581589958159,100.0,Matched_filter,sitting,12
472,99.581589958159,55.55555555555556,Wavelet_transform,sitting,12
473,41.84100418410041,59.813084112149525,Engzee,sitting,12
474,100.0,100.0,Christov,sitting,12
475,99.581589958159,100.0,Hamilton,sitting,12
476,99.581589958159,71.42857142857143,Pan_Tompkins,sitting,12
477,96.65271966527197,99.77728285077951,WQRS,sitting,12
478,98.93617021276596,100.0,Elgendi_et_al,maths,12
479,98.93617021276596,100.0,Matched_filter,maths,12
480,98.93617021276596,71.42857142857143,Wavelet_transform,maths,12
481,77.30496453900709,89.25619834710744,Engzee,maths,12
482,99.64539007092199,100.0,Christov,maths,12
483,98.93617021276596,100.0,Hamilton,maths,12
484,98.93617021276596,71.42857142857143,Pan_Tompkins,maths,12
485,98.58156028368793,100.0,WQRS,maths,12
486,99.26470588235294,100.0,Elgendi_et_al,walking,12
487,99.26470588235294,100.0,Matched_filter,walking,12
488,99.63235294117648,100.0,Wavelet_transform,walking,12
489,51.470588235294116,70.02518891687657,Engzee,walking,12
490,99.63235294117648,100.0,Christov,walking,12
491,99.63235294117648,100.0,Hamilton,walking,12
492,99.63235294117648,100.0,Pan_Tompkins,walking,12
493,99.26470588235294,100.0,WQRS,walking,12
494,99.6078431372549,100.0,Elgendi_et_al,hand_bike,12
495,98.82352941176471,100.0,Matched_filter,hand_bike,12
496,100.0,71.42857142857143,Wavelet_transform,hand_bike,12
497,96.07843137254902,98.52631578947368,Engzee,hand_bike,12
498,100.0,100.0,Christov,hand_bike,12
499,100.0,71.42857142857143,Hamilton,hand_bike,12
