,sensitivity,JF,method,experiment,subject_idx
335,98.0392156862745,100.0,WQRS,sitting,10
336,99.34640522875817,100.0,Elgendi_et_al,maths,10
337,100.0,100.0,Matched_filter,maths,10
338,98.69281045751634,71.42857142857143,Wavelet_transform,maths,10
339,98.0392156862745,100.0,Engzee,maths,10
340,100.0,100.0,Christov,maths,10
341,100.0,71.42857142857143,Hamilton,maths,10
342,98.69281045751634,45.45454545454546,Pan_Tompkins,maths,10
343,95.42483660130719,100.0,WQRS,maths,10
344,97.72727272727273,70.99035933391762,Elgendi_et_al,walking,10
345,95.45454545454545,70.12987012987013,Matched_filter,walking,10
346,99.43181818181817,38.10868031051517,Wavelet_transform,walking,10
347,99.43181818181817,100.0,Engzee,walking,10
348,97.72727272727273,69.70740103270224,Christov,walking,10
349,98.29545454545455,99.08256880733946,Hamilton,walking,10
350,98.86363636363636,54.87804878048781,Pan_Tompkins,walking,10
351,94.31818181818183,70.55749128919861,WQRS,walking,10
352,98.23529411764706,100.0,Elgendi_et_al,hand_bike,10
353,95.88235294117648,71.20036513007759,Matched_filter,hand_bike,10
354,98.82352941176471,38.46153846153846,Wavelet_transform,hand_bike,10
355,98.23529411764706,99.35483870967742,Engzee,hand_bike,10
356,99.41176470588235,70.97361237488626,Christov,hand_bike,10
357,98.23529411764706,55.55555555555556,Hamilton,hand_bike,10
358,97.6470588235294,49.84025559105431,Pan_Tompkins,hand_bike,10
359,94.11764705882352,100.0,WQRS,hand_bike,10
360,100.0,100.0,Elgendi_et_al,sitting,11
361,99.15966386554622,95.8904109589041,Matched_filter,sitting,11
362,99.15966386554622,71.42857142857143,Wavelet_transform,sitting,11
363,100.0,100.0,Engzee,sitting,11
364,100.0,100.0,Christov,sitting,11
365,99.15966386554622,100.0,Hamilton,sitting,11
366,99.15966386554622,71.42857142857143,Pan_Tompkins,sitting,11
367,100.0,84.33734939759037,WQRS,sitting,11
368,100.0,100.0,Elgendi_et_al,maths,11
369,100.0,100.0,Matched_filter,maths,11
370,100.0,38.46153846153846,Wavelet_transform,maths,11
371,99.25373134328358,100.0,Engzee,maths,11
372,100.0,100.0,Christov,maths,11
373,99.25373134328358,100.0,Hamilton,maths,11
374,100.0,100.0,Pan_Tompkins,maths,11
375,100.0,99.17355371900827,WQRS,maths,11
376,95.86206896551724,70.35445757250268,Elgendi_et_al,walking,11
377,85.51724137931035,61.763319189061775,Matched_filter,walking,11
378,99.3103448275862,45.45454545454546,Wavelet_transform,walking,11
379,89.65517241379311,79.87012987012987,Engzee,walking,11
380,89.65517241379311,50.54012345679012,Christov,walking,11
381,97.24137931034483,54.72013366750209,Hamilton,walking,11
382,22.06896551724138,22.278911564625858,Pan_Tompkins,walking,11
383,82.75862068965517,36.98475437605872,WQRS,walking,11
384,98.57142857142858,100.0,Elgendi_et_al,hand_bike,11
385,99.28571428571429,100.0,Matched_filter,hand_bike,11
386,100.0,71.42857142857143,Wavelet_transform,hand_bike,11
387,99.28571428571429,100.0,Engzee,hand_bike,11
388,100.0,71.42857142857143,Christov,hand_bike,11
389,100.0,71.42857142857143,Hamilton,hand_bike,11
390,99.28571428571429,71.42857142857143,Pan_Tompkins,hand_bike,11
391,98.57142857142858,68.96551724137932,WQRS,hand_bike,11
392,99.581589958159,100.0,Elgendi_et_al,sitting,12
393,96.23430962343096,100.0,Matched_filter,sitting,12
394,99.581589958159,71.42857142857143,Wavelet_transform,sitting,12
395,91.21338912133892,97.26027397260275,Engzee,sitting,12
396,99.581589958159,100.0,Christov,sitting,12
397,98.74476987447699,71.42857142857143,Hamilton,sitting,12
398,99.581589958159,71.42857142857143,Pan_Tompkins,sitting,12
399,91.63179916317992,97.72727272727273,WQRS,sitting,12
400,98.58156028368793,100.0,Elgendi_et_al,maths,12
401,94.32624113475178,71.29506008010681,Matched_filter,maths,12
402,98.93617021276596,35.714285714285715,Wavelet_transform,maths,12
403,71.98581560283688,85.71428571428571,Engzee,maths,12
404,99.29078014184397,100.0,Christov,maths,12
405,98.93617021276596,71.42857142857143,Hamilton,maths,12
406,99.29078014184397,38.46153846153846,Pan_Tompkins,maths,12
407,92.19858156028369,97.51434034416826,WQRS,maths,12
408,99.26470588235294,100.0,Elgendi_et_al,walking,12
409,92.64705882352942,71.0124826629681,Matched_filter,walking,12
410,99.26470588235294,33.33333333333333,Wavelet_transform,walking,12
411,70.22058823529412,84.30493273542601,Engzee,walking,12
412,99.63235294117648,100.0,Christov,walking,12
413,99.63235294117648,45.45454545454545,Hamilton,walking,12
414,99.63235294117648,71.42857142857143,Pan_Tompkins,walking,12
415,91.91176470588235,97.4155069582505,WQRS,walking,12
